expID,PreyCount,HuntEvents,Duration,vID
226,18.9444444444444,25,41.4609756097561,3
231,24.5,2,1.94878048780488,1
236,11.6666666666667,2,2.44634146341463,4
240,25.0971183585968,4,7.48780487804878,1
250,25.1111111111111,0,0.760975609756098,2
251,25.0625,2,2.85609756097561,3
260,21.9375,1,1.1219512195122,4
262,14,9,20.819512195122,2
274,6.35990246646432,3,6.84634146341463,3
276,19.5555555555556,0,0,1
283,3.70474098328988,10,18.0365853658537,3
284,11.0555555555556,5,10.1439024390244,4
296,20.549658237686,18,33.7731707317073,2
298,9.69733459917875,6,11.690243902439,4
306,6.73607939372386,42,92.8170731707317,1
311,13.3412830904853,1,1.23414634146341,2
319,13.8333333333333,1,1.68780487804878,4
327,34.6111111111111,8,13.2731707317073,2
331,27.6666666666667,0,0,3
335,31.5,2,3.75853658536585,4
3401,10.3333333333333,0,0,1
3421,11.4444444444444,5,9.11219512195122,2
3461,13.2777777777778,29,67.719512195122,3
3481,7.88888888888889,1,2.45365853658537,4
3511,14.1111111111111,51,129.187804878049,1
3551,12.1667897852553,38,96.8048780487805,2
3581,9.5,49,144.648780487805,3
3611,18.7222222222222,3,7.4219512195122,4
3641,34.3994213548788,30,83.1804878048781,1
3661,25,16,53.1073170731707,2
3691,24.0779398783645,28,90.3560975609756,3
3721,42.296460329552,34,80.9414634146341,4
3761,14.6359688875999,4,9.73658536585366,1
3771,23.0555555555556,1,1.64390243902439,2
3821,29.3888888888889,9,38.1121951219512,3
3831,22.0555555555556,2,6.99024390243902,4
3881,23.8333333333333,12,29.8268292682927,1
3901,16.2777777777778,1,0.851219512195122,2
3941,21.5914645520313,50,129.807317073171,3
3971,30.5555555555556,15,29.0390243902439,4
3991,17.200474613604,2,5.07560975609756,1
4031,11.3413648762841,11,44.0853658536585,2
4061,26.1111111111111,1,1.16585365853659,3
4071,37.7222222222222,24,74.3463414634146,1
4121,17.6260315803548,12,37.9292682926829,3
4161,9.22222222222222,3,7.93658536585366,4
4191,16.3888888888889,7,21.3536585365854,1
4221,16.5555555555556,0,0,2
4251,30.1724990148276,25,67.5560975609756,3
4281,34.4015639328526,0,0,4
4311,34,2,8.51951219512195,2
4341,24,9,12.7878048780488,3
4381,45.125,0,0,1
4412,33.8888888888889,0,0,4
4441,51.3333333333333,0,0,2
4471,23.1111111111111,0,0,1
4531,25.5833333333333,0,0,2
4561,28.0507558229814,92,218.617073170732,3
4581,25.0326447496118,6,17.9536585365854,4
4631,32.7408441457251,7,18.8048780487805,1
