,OnSetAngleToPrey,Turn,RegistarIdx,CaptureSpeed
1,40.8270846544747,44.086180496669,8,31.7724357234399
2,9.43349355550609,16.5195169210006,13,9.58119721258525
3,-40.9882181684565,-38.5474016644896,15,13.6830755429725
4,-14.0439184797364,-13.2062430394188,18,11.9153013641265
5,31.108342215178,41.0448417206759,22,27.3326544578323
6,-51.1390633187176,-53.8004940917955,24,40.7856935864419
7,-29.5501522295646,-20.0157388149696,25,38.9543438366305
8,72.0234559637431,74.7901706301365,29,24.8280341857523
9,142.480724970425,102.974059509887,42,9.28501094829498
10,36.0730641303851,6.41054384320114,43,40.9898642281224
11,-28.2276898958128,-10.3234009237889,44,31.7327602572227
12,-55.3693172423647,-56.2998624718431,45,9.36692246820541
13,26.7415738508526,27.0985411104924,46,19.6148794382369
14,2.78702147691865,1.35326398286455,48,9.48205829075779
15,18.5080359670285,16.445616775458,52,21.2313134932115
16,-44.2619040989288,-60.9898680194961,57,45.1401304983128
17,59.986295505175,66.6936296458914,58,11.3911464339835
18,-12.749591159669,-4.28386487700573,59,19.3913912130421
19,-59.2873376334184,-52.4237036452541,60,8.33455114845509
20,-46.5977567453371,-38.3599406579294,77,23.4325107361574
21,-34.9567359172386,-23.8100688255991,78,20.4706672749795
22,-62.1083088924781,-64.5189150622026,97,6.96801957017256
23,-26.647149175808,-28.6641501790702,98,16.5304522653902
24,18.0574959240341,26.5823608847965,108,8.59230795900974
25,-25.2213421863613,-17.6339428768228,113,7.36199760232893
26,-73.5053689072403,-61.0009221195276,114,21.6244438575301
27,41.8745198965175,42.4386832966432,120,16.1449465388282
28,72.7704440651527,67.7758272732362,121,32.0434970218977
29,-21.6881886887203,-21.6276240686304,122,53.7106661169655
30,22.5234319103687,13.0976660992031,123,11.7312977039801
31,-42.4127695655928,-40.6931833644385,124,23.384720555382
32,30.9809934163184,35.6482398252911,125,19.9664848341947
33,-27.84594454684,-20.9427098389165,126,21.8375455722418
34,71.7493500850418,77.1897088330392,129,19.6217906351097
35,49.5155752056045,60.165429101256,130,30.276844192396
36,32.7808840992994,42.1288181527082,131,28.5833382791966
37,-31.4232713940462,-31.6453082485127,132,14.7959669105558
38,16.3909711502104,15.1448584046472,135,40.0470848690275
39,35.0090059574945,33.0167327794017,136,22.1055162297916
40,-11.321442902204,-17.5828620237279,137,32.9851312995088
41,-23.3731029698891,-21.1502685642775,138,12.7581741235848
42,-47.1888485623903,-31.8723215073732,139,21.5139984885702
43,-70.8847271555994,-64.4852562730854,140,10.5509778623204
44,-49.5956075463575,-57.2949225689118,141,18.3182607858281
45,-47.1354855622395,-34.5642121397864,142,33.3541020698832
46,-47.1888485623903,-31.8723215073732,143,23.6238807527787
47,-48.3970496827037,-29.0523861964428,144,22.8457118540601
48,6.33853019067067,11.8802268457839,145,13.7614303083218
49,-12.5077959300006,-19.0380475851,146,12.5370600251219
50,18.6582211259451,22.7948545739419,147,18.680288623213
51,-50.722725367719,-27.3856192209646,150,19.458199535588
52,84.4651790316478,84.2502146165115,151,38.0482557566562
53,-29.8745725900257,-23.6435303813442,152,19.6736793627786
54,31.8302811545241,32.863584104476,161,7.74626284549461
55,-87.2819246410569,-72.4954992933245,162,11.0510103759483
56,-9.41534501953208,-12.8737790364757,163,14.9010862974932
57,34.6824881783544,25.4501212734764,164,10.0372466652565
58,-26.2110210465713,-16.478770155117,168,4.67382117137665
59,40.3749965410088,52.4671032126359,169,105.168174230999
60,57.3818051592382,48.1384421519205,183,9.46275002981504
61,-26.5397165692583,-36.1179352782013,184,29.6503445390739
62,-122.602187551442,-71.2257523376054,189,5.98294760581391
63,17.8298461079453,6.95625613524135,190,36.5774829848432
64,46.6778974822317,46.3480443402219,191,12.5946066694041
65,-34.797052332222,-19.3782413589832,192,26.4614495321725
66,-48.238802994577,-53.5684596026264,193,10.7409710428448
67,-61.5617338317085,-47.1933400676667,194,11.3636160160646
68,24.4540743123791,13.0020826052151,197,22.8466444213085
69,24.9593999465889,20.7113832333397,198,16.5482523273046
70,-26.2027518692763,-22.1073784413867,199,9.96005381061779
71,-25.2193432619625,-20.9466864103055,200,10.3850523828682
72,-37.5505389833333,-48.5275456561779,202,10.440744668277
