expID,PreyCount,HuntEvents,Duration,vID
225,26.5,2,1.87560975609756,4
229,13.2798444587003,21,45.6731707317073,4
234,34.3333333333333,2,1.97560975609756,1
239,31,3,6.9219512195122,3
249,20.1111111111111,0,0,2
252,18.3887625835049,24,59.4170731707317,3
261,28.3333333333333,1,0.682926829268293,2
264,17.125,1,2.0219512195122,2
273,4.33333333333333,6,12.9829268292683,1
275,8.22222222222222,0,0,3
281,7.22222222222222,0,0,4
287,4.15025249376559,21,45.3951219512195,3
2950,14.3333333333333,5,24.3731707317073,4
297,11.7222222222222,11,20.9682926829268,1
309,8.35700002588445,40,76.7756097560976,4
312,19.5555555555556,0,0,1
318,26.3888888888889,12,45.8048780487805,2
321,35.8888888888889,0,0,3
336,23.2777777777778,5,13.8658536585366,1
337,19.9444444444444,2,2.1390243902439,3
3391,7.12442927688441,0,2.5780487804878,4
3413,21.7222222222222,6,10.6682926829268,2
3451,9.32234225430802,22,49.4365853658537,1
3491,18.4444444444444,0,0,2
3501,11.7777777777778,2,10.0439024390244,3
3531,9,3,3.77073170731707,4
3571,13.7291666666667,5,14.6829268292683,3
3601,24.6111111111111,17,44.8609756097561,1
3631,58.7602173859996,0,0,2
3671,25.1666666666667,49,122.087804878049,4
3701,31.7777777777778,4,25.5585365853659,2
3731,46.8333333333333,32,74.3487804878049,3
3751,14.6666666666667,11,29.7756097560976,4
3781,12.5555555555556,13,41.8951219512195,1
3811,24.4021235313464,7,13.9853658536585,2
3841,14.5909259213179,1,8.35853658536585,3
3871,6.44444444444444,49,120.951219512195,2
3911,11.3918442923272,56,92.5268292682927,3
3931,20.8680539477898,57,106.50487804878,4
3961,38.5915010387742,43,144.021951219512,1
3981,10.861996107196,7,24.1829268292683,4
4021,8.94444444444444,9,15.5975609756098,1
4051,22.2049833041687,32,106.880487804878,2
4091,28.4574129623661,60,163.485365853659,3
4101,9.11111111111111,0,0,4
4151,19.9911213110789,7,16.7243902439024,1
4181,21.7593924173015,33,59.0073170731707,2
4211,33.1834249933603,3,9.2609756097561,3
4241,269.582833447675,29,50.6829268292683,4
4271,23.2222222222222,0,0,2
4301,48.3333333333333,0,0,4
4331,18.4444444444444,0,0,1
4371,62,0,0,1
4401,63.6666666666667,0,4.99268292682927,2
4431,52.5555555555556,0,0,3
4461,32,3,5.88292682926829,4
4521,16.9166666666667,13,29.9,1
4551,15.3333333333333,5,9.16829268292683,3
4591,13.3333333333333,1,1.46829268292683,1
4621,18.75,2,2.90731707317073,2
