expID,PreyCount,HuntEvents,Duration,vID
224,19.4444444444444,9,18.0487804878049,4
228,18.9460067682842,26,39.6975609756098,3
2320,31.0872886813819,30,54.6219512195122,4
238,41.4444444444444,2,3.95365853658537,2
248,12.2222222222222,6,16.9268292682927,2
253,20.8333333333333,6,9.29512195121951,3
254,14.8333333333333,21,35.8634146341463,2
263,19.6111111111111,16,32.5048780487805,1
272,5.91253268683528,4,12.4536585365854,4
279,8.88888888888889,0,0,1
282,8.11111111111111,2,3.56829268292683,2
288,8.5,23,39.5317073170732,3
2951,19.8333333333333,17,22.819512195122,4
301,14.7222222222222,24,45.809756097561,1
308,6.28783840587444,41,56.6585365853659,2
310,9.77777777777778,17,36.1951219512195,1
317,14.4444444444444,1,1.63414634146341,4
326,18.8821078503118,15,37.4,1
330,22.4444444444444,0,0,2
334,2.16666666666667,3,3.88048780487805,3
3381,19.9444444444444,5,8.80975609756098,1
3431,9.92990005633835,9,12.0414634146341,2
3441,5.38888888888889,14,22.3439024390244,3
3471,20.0329493939026,39,47.3658536585366,4
3521,12.3116474956331,23,45.5926829268293,1
3541,13.7830482621896,62,145.824390243902,3
3561,8.22752006041964,47,83.4707317073171,4
3591,16.6046823016778,46,134.89756097561,1
3621,34.5555555555556,2,8.98536585365854,2
3652,25.8333333333333,11,23.5536585365854,3
3681,14,20,34.8048780487805,1
3711,33.0833333333333,0,0,3
3741,13,6,10.709756097561,4
3791,14.684747773247,0,0,1
3801,20.6854316542829,4,12.6780487804878,2
3851,16.3766666666667,2,3.36585365853659,3
3861,4.72222222222222,1,2.7219512195122,4
3891,10.6549654348602,9,19.7536585365854,1
3921,16.1650712302116,48,78.3195121951219,2
3951,12.79,18,25.0609756097561,3
4001,13.5965425688321,20,59.9585365853659,4
4011,5.38888888888889,4,9.79268292682927,1
4041,16.0100659442779,65,139.40243902439,2
4081,20.1260974340471,25,54.6146341463415,1
4131,14.2222222222222,1,2.34146341463415,4
4141,13.4798811830837,6,14.6390243902439,1
4171,18,0,0,2
4201,23.6666666666667,0,0,3
4231,49.7853518392607,1,1.09268292682927,4
4291,25.5555555555556,0,0,1
4321,43.7876623376623,3,3.54146341463415,2
4361,99.3888888888889,1,3.94146341463415,3
4391,37.8888888888889,1,1.59024390243902,NA
4422,37.3945551614866,1,1.59756097560976,3
4451,52.0514537890112,1,1.15365853658537,4
4511,17.75,0,0,4
4542,36.7527449776786,1,1.02439024390244,2
4571,13.9166666666667,19,67.6341463414634,3
4601,17.1666666666667,0,0,4
4612,116.849384486607,76,132.436585365854,3
