,OnSetAngleToPrey,Turn,RegistarIdx,CaptureSpeed
1,-11.7628736062643,-2.95454319295487,1,39.8225395190414
2,-65.7065804718721,-81.6858866247825,2,27.4243256116006
3,-40.4041237710067,-30.21163180782,9,14.6729542671632
4,-19.8176360433634,-15.0762854896547,10,16.7934804036102
5,43.8525540355295,35.2196119315101,17,59.4537268627976
6,42.8740097448618,30.9105803964611,19,5.53421387333584
7,-53.3192141009599,-46.1634235729496,20,14.5994810538004
8,-57.7664620886359,-67.9122625211664,21,41.4857481833662
9,18.0892797820946,22.6180188521388,27,9.56248839784973
10,21.4651621426548,11.8678149608119,28,26.6081701789965
11,9.72570378767145,15.5972879537895,30,19.2812348225835
12,-38.5158847094951,-10.2748101400174,53,8.12401803733068
13,11.6216575944874,7.14259531376564,54,61.2873866295995
14,-29.9560978705001,-38.0334913927376,61,18.0533733400559
15,50.0107095468176,28.6740738658635,62,14.1602810257057
16,-17.7789707205514,-19.8591820931671,71,41.217959746992
17,-79.6200411940952,-41.0575754029194,72,10.2580549782316
18,52.5316723062957,49.1634496679667,89,7.81794419161552
19,12.2170908500076,22.4772386476041,90,2.17021846967492
20,-52.5061736739902,-52.1167045376573,91,7.92620328031293
21,52.8477049819269,53.5660241045383,99,45.2085834332252
22,14.0782506791936,18.1876750688232,100,49.7593862710847
23,-14.8679927212787,-16.1724616817867,109,10.223437270769
24,-31.993633257804,-25.6550426385434,112,13.5042140470594
25,-26.429448562905,-25.3822898870785,119,17.5552108437073
26,-56.8413212801417,-58.7928209389643,153,30.390884282397
27,59.1299113761991,51.5374269824831,154,8.43188686811277
28,23.0123404026051,20.4961157847375,155,22.9319164733132
29,34.0849121933052,28.2521890969626,156,41.2886038514209
30,59.8473221729832,44.0053137564677,157,28.9097415175252
31,-24.7750557444797,-26.3984320260005,165,12.8027559663718
32,42.6121048794337,34.7796602799667,166,12.1154003262457
33,-32.0506305937771,-52.1989696481589,167,64.1814841976743
34,19.1009763655399,17.3155413883419,170,11.9932179361586
35,57.1498386196983,48.7820157554055,171,11.2923689730783
36,-64.2768811275886,-50.9709392005536,185,29.5173681955188
37,-10.0184302968673,-9.89505170972828,186,47.7354036442282
38,-12.971878618621,-21.37213329742,196,5.30403008475659
39,-31.175809099813,-47.094649193921,203,8.01540901080643
40,-31.1130741241361,-41.9512334499854,204,7.00521285450634
41,39.4715591765924,22.4126840671867,205,21.66547397919
42,66.8223881737158,78.1487016623756,206,29.134224281801
43,56.8818944832576,68.9764067744194,207,25.2401157204661
44,42.5514850830561,47.6041787104952,208,51.1701013071433
45,82.303500073305,76.1630481587897,209,23.8084084576295
46,-42.6073689878141,-50.6562605031284,210,41.2546152809567
