"","DistanceToPrey","CaptureSpeed","RegistarIdx","Validated","CaptureDuration"
"1",0.37853181150141,99.085206112261,3,1,0.792682926829268
"2",0.269489479190427,12.3600944876713,4,1,0.517073170731707
"3",0.140100908994802,7.25310695636377,5,1,0.726829268292683
"4",0.310126582278481,14.4366305333933,6,1,0.295121951219512
"5",0.0990663028006236,15.5827613425653,7,1,0.392682926829268
"6",0.495331514003118,49.8951151871586,11,1,0.675609756097561
"7",0.563895281199399,14.4021624125834,16,1,0.329268292682927
"8",0.396265211202494,46.5575287458355,26,1,0.578048780487805
"9",0.535324821614949,48.5748755262511,31,1,0.307317073170732
"10",0.0886075949367089,3.01714734035478,32,1,0.970731707317073
"11",0.346023719818649,15.3144505019137,33,1,0.446341463414634
"12",0.297198908401871,20.6989135539311,34,1,0.848780487804878
"13",0.346023719818649,17.8993813906005,35,1,0.253658536585366
"14",0.221518987341772,19.8897195509239,36,1,1.66341463414634
"15",0.313275156221888,35.2614361304377,37,1,0.236585365853659
"16",0.35718863441829,47.6788789344432,38,1,0.178048780487805
"17",0.420302726984405,55.0603222991114,39,1,0.965853658536585
"18",0.381115676387964,54.6390049568859,40,1,0.234146341463415
"19",0.177215189873418,20.1660764819782,47,1,1.22926829268293
"20",0.337407669247135,9.5998371856643,49,1,0.221951219512195
"21",0.238583250948997,17.2723137279251,50,1,0.878048780487805
"22",0.221518987341772,8.23710594898833,51,1,0.263414634146341
"23",0.408460830386394,74.836822336184,55,1,0.448780487804878
"24",0.35718863441829,23.1716703044053,56,1,0.339024390243902
"25",0.35718863441829,19.6782023901601,63,1,0.604878048780488
"26",0.365338473155995,30.1755622545768,64,1,0.397560975609756
"27",0.365338473155995,15.9669875350026,65,1,0.58780487804878
"28",0.577650846030614,28.1788816233995,66,1,0.631707317073171
"29",0.438585218710643,40.9284393466322,67,1,0.678048780487805
"30",0.322536514082048,26.5833156696568,68,1,0.946341463414634
"31",0.401187949157987,23.6160421980804,69,1,0.434146341463415
"32",0.280201817989603,25.4648887514985,70,1,1.22926829268293
"33",0.258333311796944,21.343199870038,73,1,0.468292682926829
"34",0.365338473155995,42.8827671018805,74,1,0.31219512195122
"35",0.751860374932531,36.2638358128652,75,1,0.273170731707317
"36",0.408460830386394,37.5709368535455,76,1,0.260975609756098
"37",0.225905927817402,25.6394097779055,79,1,0.787804878048781
"38",0.39873417721519,28.3675537364367,80,1,0.341463414634146
"39",0.187965093733133,21.6510570419773,81,1,0.417073170731707
"40",0.283682719379936,0.0355803099586999,82,1,0.304878048780488
"41",0.265822784810127,22.4874366278022,83,1,0.34390243902439
"42",0.258333311796944,17.9048730201849,84,1,0.378048780487805
"43",0.140100908994802,34.8479252773266,85,1,0.368292682926829
"44",0.250620124977511,30.5865525470479,86,1,0.3
"45",0.198132605601247,25.1031163275925,87,1,0.514634146341463
"46",0.238583250948997,39.4234348958414,88,1,0.25609756097561
"47",0.456135512575373,38.2874399007573,92,1,0.353658536585366
"48",0.365338473155995,37.8740949587386,93,1,0.392682926829268
"49",0.198132605601247,13.8733524249044,94,1,0.331707317073171
"50",0.445247654100293,29.6964755237498,95,1,0.948780487804878
"51",0.533488367414849,51.2344847341139,101,1,0.273170731707317
"52",0.313275156221888,39.6525999595747,102,1,0.282926829268293
"53",0.250620124977511,33.085278601962,103,1,0.541463414634146
"54",0.533488367414849,33.7894044742805,104,1,0.236585365853659
"55",0.35718863441829,30.9718884872305,105,1,0.290243902439024
"56",0.310126582278481,33.9244823234893,106,1,0.895121951219512
"57",0.187965093733133,31.9149078755937,107,1,0.980487804878049
"58",0.198132605601247,13.2864952753992,110,1,0.697560975609756
"59",0.322536514082048,24.8113624002153,111,1,1.44634146341463
"60",0.365338473155995,26.7284133393338,115,1,0.497560975609756
"61",0.462545225078316,34.2018381142722,116,1,0.202439024390244
"62",0.381115676387964,24.7013112471756,117,1,0.265853658536585
"63",0.365338473155995,25.6630906870001,118,1,0.507317073170732
